film_id,n_rentals,n_different_customer,r_month,r_year,language_id,rental_duration,rental_rate,length,rating,special_features,category_id,rented_last_month
476,3,3,06,2005,1,5,2.99,130,NC-17,"Trailers,Deleted Scenes,Behind the Scenes",8,0
476,11,11,07,2005,1,5,2.99,130,NC-17,"Trailers,Deleted Scenes,Behind the Scenes",8,0
476,8,8,08,2005,1,5,2.99,130,NC-17,"Trailers,Deleted Scenes,Behind the Scenes",8,0
476,1,1,02,2006,1,5,2.99,130,NC-17,"Trailers,Deleted Scenes,Behind the Scenes",8,1
479,1,1,05,2005,1,7,0.99,128,PG,"Trailers,Commentaries,Deleted Scenes",8,0
479,3,3,06,2005,1,7,0.99,128,PG,"Trailers,Commentaries,Deleted Scenes",8,0
479,8,8,07,2005,1,7,0.99,128,PG,"Trailers,Commentaries,Deleted Scenes",8,0
479,7,7,08,2005,1,7,0.99,128,PG,"Trailers,Commentaries,Deleted Scenes",8,0
498,1,1,06,2005,1,7,2.99,161,R,"Trailers,Commentaries,Deleted Scenes",8,0
498,3,3,07,2005,1,7,2.99,161,R,"Trailers,Commentaries,Deleted Scenes",8,0
498,2,2,08,2005,1,7,2.99,161,R,"Trailers,Commentaries,Deleted Scenes",8,0
499,1,1,05,2005,1,3,4.99,184,NC-17,"Trailers,Deleted Scenes,Behind the Scenes",8,0
499,2,2,06,2005,1,3,4.99,184,NC-17,"Trailers,Deleted Scenes,Behind the Scenes",8,0
499,4,4,07,2005,1,3,4.99,184,NC-17,"Trailers,Deleted Scenes,Behind the Scenes",8,0
499,2,2,08,2005,1,3,4.99,184,NC-17,"Trailers,Deleted Scenes,Behind the Scenes",8,0
528,1,1,05,2005,1,4,2.99,155,NC-17,"Trailers,Deleted Scenes",8,0
528,1,1,06,2005,1,4,2.99,155,NC-17,"Trailers,Deleted Scenes",8,0
528,3,3,07,2005,1,4,2.99,155,NC-17,"Trailers,Deleted Scenes",8,0
528,5,5,08,2005,1,4,2.99,155,NC-17,"Trailers,Deleted Scenes",8,0
534,1,1,05,2005,1,5,0.99,70,PG-13,Trailers,8,0
534,2,2,06,2005,1,5,0.99,70,PG-13,Trailers,8,0
534,8,8,07,2005,1,5,0.99,70,PG-13,Trailers,8,0
534,6,6,08,2005,1,5,0.99,70,PG-13,Trailers,8,0
550,1,1,06,2005,1,6,2.99,74,NC-17,"Trailers,Commentaries",8,0
550,4,4,07,2005,1,6,2.99,74,NC-17,"Trailers,Commentaries",8,0
550,4,4,08,2005,1,6,2.99,74,NC-17,"Trailers,Commentaries",8,0
557,1,1,05,2005,1,5,2.99,177,PG,"Trailers,Commentaries",8,0
557,1,1,06,2005,1,5,2.99,177,PG,"Trailers,Commentaries",8,0
557,7,7,07,2005,1,5,2.99,177,PG,"Trailers,Commentaries",8,0
557,6,6,08,2005,1,5,2.99,177,PG,"Trailers,Commentaries",8,0
603,3,3,05,2005,1,6,4.99,53,PG,"Commentaries,Deleted Scenes,Behind the Scenes",8,0
603,6,6,06,2005,1,6,4.99,53,PG,"Commentaries,Deleted Scenes,Behind the Scenes",8,0
603,10,10,07,2005,1,6,4.99,53,PG,"Commentaries,Deleted Scenes,Behind the Scenes",8,0
603,7,6,08,2005,1,6,4.99,53,PG,"Commentaries,Deleted Scenes,Behind the Scenes",8,0
603,1,1,02,2006,1,6,4.99,53,PG,"Commentaries,Deleted Scenes,Behind the Scenes",8,1
610,2,2,05,2005,1,7,0.99,129,R,"Trailers,Commentaries,Behind the Scenes",8,0
610,3,3,06,2005,1,7,0.99,129,R,"Trailers,Commentaries,Behind the Scenes",8,0
610,9,9,07,2005,1,7,0.99,129,R,"Trailers,Commentaries,Behind the Scenes",8,0
610,5,5,08,2005,1,7,0.99,129,R,"Trailers,Commentaries,Behind the Scenes",8,0
617,1,1,05,2005,1,4,0.99,50,PG-13,"Commentaries,Deleted Scenes",8,0
617,3,3,06,2005,1,4,0.99,50,PG-13,"Commentaries,Deleted Scenes",8,0
617,5,5,07,2005,1,4,0.99,50,PG-13,"Commentaries,Deleted Scenes",8,0
617,4,4,08,2005,1,4,0.99,50,PG-13,"Commentaries,Deleted Scenes",8,0
621,4,4,05,2005,1,5,2.99,75,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",8,0
621,5,5,06,2005,1,5,2.99,75,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",8,0
621,11,11,07,2005,1,5,2.99,75,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",8,0
621,11,11,08,2005,1,5,2.99,75,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",8,0
634,2,2,05,2005,1,6,0.99,48,NC-17,"Trailers,Commentaries,Behind the Scenes",8,0
634,2,2,06,2005,1,6,0.99,48,NC-17,"Trailers,Commentaries,Behind the Scenes",8,0
634,6,6,07,2005,1,6,0.99,48,NC-17,"Trailers,Commentaries,Behind the Scenes",8,0
634,5,5,08,2005,1,6,0.99,48,NC-17,"Trailers,Commentaries,Behind the Scenes",8,0
639,2,2,05,2005,1,7,4.99,92,PG,"Deleted Scenes",8,0
639,2,2,06,2005,1,7,4.99,92,PG,"Deleted Scenes",8,0
639,6,6,07,2005,1,7,4.99,92,PG,"Deleted Scenes",8,0
639,2,2,08,2005,1,7,4.99,92,PG,"Deleted Scenes",8,0
639,1,1,02,2006,1,7,4.99,92,PG,"Deleted Scenes",8,1
679,1,1,05,2005,1,6,2.99,50,PG,"Trailers,Deleted Scenes",8,0
679,3,3,06,2005,1,6,2.99,50,PG,"Trailers,Deleted Scenes",8,0
679,7,7,07,2005,1,6,2.99,50,PG,"Trailers,Deleted Scenes",8,0
679,5,5,08,2005,1,6,2.99,50,PG,"Trailers,Deleted Scenes",8,0
682,1,1,05,2005,1,4,4.99,134,PG-13,"Trailers,Deleted Scenes,Behind the Scenes",8,0
682,2,2,06,2005,1,4,4.99,134,PG-13,"Trailers,Deleted Scenes,Behind the Scenes",8,0
682,5,5,07,2005,1,4,4.99,134,PG-13,"Trailers,Deleted Scenes,Behind the Scenes",8,0
682,4,4,08,2005,1,4,4.99,134,PG-13,"Trailers,Deleted Scenes,Behind the Scenes",8,0
695,1,1,06,2005,1,6,4.99,144,PG,"Behind the Scenes",8,0
695,4,4,07,2005,1,6,4.99,144,PG,"Behind the Scenes",8,0
695,2,2,08,2005,1,6,4.99,144,PG,"Behind the Scenes",8,0
700,1,1,05,2005,1,4,2.99,115,R,"Trailers,Deleted Scenes",8,0
700,2,2,06,2005,1,4,2.99,115,R,"Trailers,Deleted Scenes",8,0
700,3,3,07,2005,1,4,2.99,115,R,"Trailers,Deleted Scenes",8,0
700,5,5,08,2005,1,4,2.99,115,R,"Trailers,Deleted Scenes",8,0
710,2,2,06,2005,1,4,4.99,120,R,"Trailers,Behind the Scenes",8,0
710,11,11,07,2005,1,4,4.99,120,R,"Trailers,Behind the Scenes",8,0
710,6,6,08,2005,1,4,4.99,120,R,"Trailers,Behind the Scenes",8,0
715,3,3,05,2005,1,3,4.99,147,PG,"Trailers,Commentaries,Deleted Scenes",8,0
715,4,4,06,2005,1,3,4.99,147,PG,"Trailers,Commentaries,Deleted Scenes",8,0
715,12,12,07,2005,1,3,4.99,147,PG,"Trailers,Commentaries,Deleted Scenes",8,0
715,8,8,08,2005,1,3,4.99,147,PG,"Trailers,Commentaries,Deleted Scenes",8,0
724,1,1,05,2005,1,5,2.99,110,R,"Trailers,Commentaries",8,0
724,2,2,06,2005,1,5,2.99,110,R,"Trailers,Commentaries",8,0
724,7,7,07,2005,1,5,2.99,110,R,"Trailers,Commentaries",8,0
724,8,8,08,2005,1,5,2.99,110,R,"Trailers,Commentaries",8,0
727,2,2,05,2005,1,6,0.99,117,PG,"Trailers,Deleted Scenes",8,0
727,4,4,06,2005,1,6,0.99,117,PG,"Trailers,Deleted Scenes",8,0
727,9,9,07,2005,1,6,0.99,117,PG,"Trailers,Deleted Scenes",8,0
727,6,6,08,2005,1,6,0.99,117,PG,"Trailers,Deleted Scenes",8,0
736,1,1,05,2005,1,4,0.99,134,R,Trailers,8,0
736,2,2,06,2005,1,4,0.99,134,R,Trailers,8,0
736,5,5,07,2005,1,4,0.99,134,R,Trailers,8,0
736,5,5,08,2005,1,4,0.99,134,R,Trailers,8,0
753,2,2,05,2005,1,3,0.99,48,PG,"Deleted Scenes",8,0
753,5,5,06,2005,1,3,0.99,48,PG,"Deleted Scenes",8,0
753,14,14,07,2005,1,3,0.99,48,PG,"Deleted Scenes",8,0
753,10,9,08,2005,1,3,0.99,48,PG,"Deleted Scenes",8,0
778,2,2,05,2005,1,3,4.99,109,G,"Trailers,Commentaries",8,0
778,2,2,06,2005,1,3,4.99,109,G,"Trailers,Commentaries",8,0
778,9,9,07,2005,1,3,4.99,109,G,"Trailers,Commentaries",8,0
778,7,7,08,2005,1,3,4.99,109,G,"Trailers,Commentaries",8,0
780,1,1,06,2005,1,7,4.99,98,PG,"Behind the Scenes",8,0
780,6,6,07,2005,1,7,4.99,98,PG,"Behind the Scenes",8,0
780,3,3,08,2005,1,7,4.99,98,PG,"Behind the Scenes",8,0
795,1,1,05,2005,1,7,0.99,111,R,"Trailers,Deleted Scenes",8,0
795,3,3,06,2005,1,7,0.99,111,R,"Trailers,Deleted Scenes",8,0
795,6,6,07,2005,1,7,0.99,111,R,"Trailers,Deleted Scenes",8,0
795,5,5,08,2005,1,7,0.99,111,R,"Trailers,Deleted Scenes",8,0
810,2,2,05,2005,1,5,0.99,147,PG,"Commentaries,Deleted Scenes,Behind the Scenes",8,0
810,3,3,06,2005,1,5,0.99,147,PG,"Commentaries,Deleted Scenes,Behind the Scenes",8,0
810,8,8,07,2005,1,5,0.99,147,PG,"Commentaries,Deleted Scenes,Behind the Scenes",8,0
810,11,11,08,2005,1,5,0.99,147,PG,"Commentaries,Deleted Scenes,Behind the Scenes",8,0
822,1,1,05,2005,1,6,0.99,169,R,"Behind the Scenes",8,0
822,1,1,06,2005,1,6,0.99,169,R,"Behind the Scenes",8,0
822,3,3,07,2005,1,6,0.99,169,R,"Behind the Scenes",8,0
822,3,3,08,2005,1,6,0.99,169,R,"Behind the Scenes",8,0
824,4,4,07,2005,1,4,4.99,52,NC-17,"Deleted Scenes,Behind the Scenes",8,0
824,5,5,08,2005,1,4,4.99,52,NC-17,"Deleted Scenes,Behind the Scenes",8,0
829,1,1,06,2005,1,7,2.99,138,PG-13,"Commentaries,Deleted Scenes",8,0
829,6,6,07,2005,1,7,2.99,138,PG-13,"Commentaries,Deleted Scenes",8,0
829,6,6,08,2005,1,7,2.99,138,PG-13,"Commentaries,Deleted Scenes",8,0
832,3,3,06,2005,1,5,0.99,175,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",8,0
832,7,7,07,2005,1,5,0.99,175,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",8,0
832,4,4,08,2005,1,5,0.99,175,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",8,0
866,1,1,05,2005,1,6,0.99,48,NC-17,"Commentaries,Behind the Scenes",8,0
866,1,1,06,2005,1,6,0.99,48,NC-17,"Commentaries,Behind the Scenes",8,0
866,4,4,07,2005,1,6,0.99,48,NC-17,"Commentaries,Behind the Scenes",8,0
866,2,2,08,2005,1,6,0.99,48,NC-17,"Commentaries,Behind the Scenes",8,0
867,1,1,05,2005,1,5,4.99,58,PG,"Trailers,Commentaries,Behind the Scenes",8,0
867,2,2,06,2005,1,5,4.99,58,PG,"Trailers,Commentaries,Behind the Scenes",8,0
867,4,4,07,2005,1,5,4.99,58,PG,"Trailers,Commentaries,Behind the Scenes",8,0
867,6,6,08,2005,1,5,4.99,58,PG,"Trailers,Commentaries,Behind the Scenes",8,0
946,3,3,06,2005,1,3,4.99,144,NC-17,"Commentaries,Deleted Scenes",8,0
946,5,5,07,2005,1,3,4.99,144,NC-17,"Commentaries,Deleted Scenes",8,0
946,6,6,08,2005,1,3,4.99,144,NC-17,"Commentaries,Deleted Scenes",8,0
975,1,1,05,2005,1,6,2.99,137,R,"Trailers,Commentaries,Behind the Scenes",8,0
975,2,2,06,2005,1,6,2.99,137,R,"Trailers,Commentaries,Behind the Scenes",8,0
975,8,8,07,2005,1,6,2.99,137,R,"Trailers,Commentaries,Behind the Scenes",8,0
975,5,5,08,2005,1,6,2.99,137,R,"Trailers,Commentaries,Behind the Scenes",8,0
6,2,2,05,2005,1,3,2.99,169,PG,"Deleted Scenes",9,0
6,3,3,06,2005,1,3,2.99,169,PG,"Deleted Scenes",9,0
6,7,7,07,2005,1,3,2.99,169,PG,"Deleted Scenes",9,0
6,9,9,08,2005,1,3,2.99,169,PG,"Deleted Scenes",9,0
11,2,2,05,2005,1,6,0.99,126,G,"Commentaries,Behind the Scenes",9,0
11,3,3,06,2005,1,6,0.99,126,G,"Commentaries,Behind the Scenes",9,0
11,10,9,07,2005,1,6,0.99,126,G,"Commentaries,Behind the Scenes",9,0
11,9,9,08,2005,1,6,0.99,126,G,"Commentaries,Behind the Scenes",9,0
15,2,2,05,2005,1,5,2.99,46,NC-17,"Trailers,Commentaries,Behind the Scenes",9,0
15,3,3,06,2005,1,5,2.99,46,NC-17,"Trailers,Commentaries,Behind the Scenes",9,0
15,8,8,07,2005,1,5,2.99,46,NC-17,"Trailers,Commentaries,Behind the Scenes",9,0
15,9,9,08,2005,1,5,2.99,46,NC-17,"Trailers,Commentaries,Behind the Scenes",9,0
16,1,1,05,2005,1,6,2.99,180,NC-17,"Trailers,Commentaries",9,0
16,2,2,06,2005,1,6,2.99,180,NC-17,"Trailers,Commentaries",9,0
16,5,5,07,2005,1,6,2.99,180,NC-17,"Trailers,Commentaries",9,0
16,6,6,08,2005,1,6,2.99,180,NC-17,"Trailers,Commentaries",9,0
47,1,1,05,2005,1,5,4.99,153,NC-17,Commentaries,9,0
47,1,1,06,2005,1,5,4.99,153,NC-17,Commentaries,9,0
47,3,3,07,2005,1,5,4.99,153,NC-17,Commentaries,9,0
47,3,3,08,2005,1,5,4.99,153,NC-17,Commentaries,9,0
52,1,1,05,2005,1,6,0.99,173,G,"Commentaries,Deleted Scenes",9,0
52,1,1,06,2005,1,6,0.99,173,G,"Commentaries,Deleted Scenes",9,0
52,3,3,07,2005,1,6,0.99,173,G,"Commentaries,Deleted Scenes",9,0
52,3,3,08,2005,1,6,0.99,173,G,"Commentaries,Deleted Scenes",9,0
100,2,2,05,2005,1,7,4.99,161,R,Commentaries,9,0
100,3,3,06,2005,1,7,4.99,161,R,Commentaries,9,0
100,9,9,07,2005,1,7,4.99,161,R,Commentaries,9,0
100,7,7,08,2005,1,7,4.99,161,R,Commentaries,9,0
104,1,1,05,2005,1,4,2.99,119,G,Commentaries,9,0
104,2,2,06,2005,1,4,2.99,119,G,Commentaries,9,0
104,5,5,07,2005,1,4,2.99,119,G,Commentaries,9,0
104,3,3,08,2005,1,4,2.99,119,G,Commentaries,9,0
112,2,2,05,2005,1,4,4.99,120,NC-17,"Trailers,Commentaries,Behind the Scenes",9,0
112,2,2,06,2005,1,4,4.99,120,NC-17,"Trailers,Commentaries,Behind the Scenes",9,0
112,8,8,07,2005,1,4,4.99,120,NC-17,"Trailers,Commentaries,Behind the Scenes",9,0
112,9,9,08,2005,1,4,4.99,120,NC-17,"Trailers,Commentaries,Behind the Scenes",9,0
170,1,1,06,2005,1,5,4.99,120,PG-13,"Behind the Scenes",9,0
170,6,6,07,2005,1,5,4.99,120,PG-13,"Behind the Scenes",9,0
170,9,8,08,2005,1,5,4.99,120,PG-13,"Behind the Scenes",9,0
185,1,1,06,2005,1,3,2.99,146,PG,"Commentaries,Deleted Scenes,Behind the Scenes",9,0
185,4,4,07,2005,1,3,2.99,146,PG,"Commentaries,Deleted Scenes,Behind the Scenes",9,0
185,2,2,08,2005,1,3,2.99,146,PG,"Commentaries,Deleted Scenes,Behind the Scenes",9,0
201,1,1,05,2005,1,7,2.99,176,PG,"Trailers,Deleted Scenes",9,0
201,2,2,06,2005,1,7,2.99,176,PG,"Trailers,Deleted Scenes",9,0
201,6,6,07,2005,1,7,2.99,176,PG,"Trailers,Deleted Scenes",9,0
201,5,5,08,2005,1,7,2.99,176,PG,"Trailers,Deleted Scenes",9,0
201,1,1,02,2006,1,7,2.99,176,PG,"Trailers,Deleted Scenes",9,1
207,1,1,06,2005,1,7,4.99,121,PG,Commentaries,9,0
207,6,6,07,2005,1,7,4.99,121,PG,Commentaries,9,0
207,5,5,08,2005,1,7,4.99,121,PG,Commentaries,9,0
246,1,1,05,2005,1,5,4.99,154,R,"Deleted Scenes,Behind the Scenes",9,0
246,1,1,06,2005,1,5,4.99,154,R,"Deleted Scenes,Behind the Scenes",9,0
246,4,4,07,2005,1,5,4.99,154,R,"Deleted Scenes,Behind the Scenes",9,0
246,4,4,08,2005,1,5,4.99,154,R,"Deleted Scenes,Behind the Scenes",9,0
290,2,2,05,2005,1,4,0.99,163,PG,"Trailers,Commentaries",9,0
290,2,2,06,2005,1,4,0.99,163,PG,"Trailers,Commentaries",9,0
290,5,5,07,2005,1,4,0.99,163,PG,"Trailers,Commentaries",9,0
290,4,4,08,2005,1,4,0.99,163,PG,"Trailers,Commentaries",9,0
311,1,1,06,2005,1,4,0.99,72,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",9,0
311,10,10,07,2005,1,4,0.99,72,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",9,0
311,8,8,08,2005,1,4,0.99,72,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",9,0
337,1,1,06,2005,1,6,2.99,73,R,"Trailers,Deleted Scenes",9,0
337,5,5,07,2005,1,6,2.99,73,R,"Trailers,Deleted Scenes",9,0
337,4,4,08,2005,1,6,2.99,73,R,"Trailers,Deleted Scenes",9,0
337,1,1,02,2006,1,6,2.99,73,R,"Trailers,Deleted Scenes",9,1
353,2,2,05,2005,1,6,2.99,125,NC-17,"Commentaries,Deleted Scenes",9,0
353,3,3,06,2005,1,6,2.99,125,NC-17,"Commentaries,Deleted Scenes",9,0
353,11,11,07,2005,1,6,2.99,125,NC-17,"Commentaries,Deleted Scenes",9,0
353,7,7,08,2005,1,6,2.99,125,NC-17,"Commentaries,Deleted Scenes",9,0
376,3,3,06,2005,1,4,0.99,155,G,"Commentaries,Behind the Scenes",9,0
376,11,11,07,2005,1,4,0.99,155,G,"Commentaries,Behind the Scenes",9,0
376,7,7,08,2005,1,4,0.99,155,G,"Commentaries,Behind the Scenes",9,0
376,1,1,02,2006,1,4,0.99,155,G,"Commentaries,Behind the Scenes",9,1
380,3,3,06,2005,1,7,2.99,176,PG,"Trailers,Deleted Scenes",9,0
380,7,7,07,2005,1,7,2.99,176,PG,"Trailers,Deleted Scenes",9,0
380,7,7,08,2005,1,7,2.99,176,PG,"Trailers,Deleted Scenes",9,0
399,3,3,07,2005,1,6,2.99,100,G,"Deleted Scenes",9,0
399,2,2,08,2005,1,6,2.99,100,G,"Deleted Scenes",9,0
399,1,1,02,2006,1,6,2.99,100,G,"Deleted Scenes",9,1
414,1,1,05,2005,1,3,2.99,75,PG,"Deleted Scenes,Behind the Scenes",9,0
414,2,2,06,2005,1,3,2.99,75,PG,"Deleted Scenes,Behind the Scenes",9,0
414,11,11,07,2005,1,3,2.99,75,PG,"Deleted Scenes,Behind the Scenes",9,0
414,6,6,08,2005,1,3,2.99,75,PG,"Deleted Scenes,Behind the Scenes",9,0
416,2,2,05,2005,1,6,0.99,110,R,"Deleted Scenes",9,0
416,3,3,06,2005,1,6,0.99,110,R,"Deleted Scenes",9,0
416,9,9,07,2005,1,6,0.99,110,R,"Deleted Scenes",9,0
416,7,7,08,2005,1,6,0.99,110,R,"Deleted Scenes",9,0
421,3,3,06,2005,1,7,4.99,78,PG-13,"Trailers,Commentaries,Behind the Scenes",9,0
421,7,7,07,2005,1,7,4.99,78,PG-13,"Trailers,Commentaries,Behind the Scenes",9,0
421,5,5,08,2005,1,7,4.99,78,PG-13,"Trailers,Commentaries,Behind the Scenes",9,0
431,1,1,06,2005,1,3,2.99,176,G,"Trailers,Commentaries,Deleted Scenes",9,0
431,4,4,07,2005,1,3,2.99,176,G,"Trailers,Commentaries,Deleted Scenes",9,0
431,3,3,08,2005,1,3,2.99,176,G,"Trailers,Commentaries,Deleted Scenes",9,0
435,1,1,05,2005,1,6,4.99,181,PG-13,"Behind the Scenes",9,0
435,2,2,06,2005,1,6,4.99,181,PG-13,"Behind the Scenes",9,0
435,3,3,07,2005,1,6,4.99,181,PG-13,"Behind the Scenes",9,0
435,3,3,08,2005,1,6,4.99,181,PG-13,"Behind the Scenes",9,0
440,1,1,05,2005,1,6,0.99,105,G,"Deleted Scenes,Behind the Scenes",9,0
440,2,2,06,2005,1,6,0.99,105,G,"Deleted Scenes,Behind the Scenes",9,0
440,4,4,07,2005,1,6,0.99,105,G,"Deleted Scenes,Behind the Scenes",9,0
440,5,5,08,2005,1,6,0.99,105,G,"Deleted Scenes,Behind the Scenes",9,0
440,1,1,02,2006,1,6,0.99,105,G,"Deleted Scenes,Behind the Scenes",9,1
452,2,2,05,2005,1,4,0.99,122,R,"Commentaries,Behind the Scenes",9,0
452,2,2,06,2005,1,4,0.99,122,R,"Commentaries,Behind the Scenes",9,0
452,5,5,07,2005,1,4,0.99,122,R,"Commentaries,Behind the Scenes",9,0
452,6,6,08,2005,1,4,0.99,122,R,"Commentaries,Behind the Scenes",9,0
455,2,2,06,2005,1,7,4.99,103,NC-17,"Deleted Scenes",9,0
455,7,7,07,2005,1,7,4.99,103,NC-17,"Deleted Scenes",9,0
455,5,5,08,2005,1,7,4.99,103,NC-17,"Deleted Scenes",9,0
459,3,3,07,2005,1,4,4.99,74,NC-17,"Trailers,Commentaries",9,0
459,2,2,08,2005,1,4,4.99,74,NC-17,"Trailers,Commentaries",9,0
460,3,2,06,2005,1,3,4.99,178,PG-13,"Trailers,Deleted Scenes,Behind the Scenes",9,0
460,13,13,07,2005,1,3,4.99,178,PG-13,"Trailers,Deleted Scenes,Behind the Scenes",9,0
460,10,10,08,2005,1,3,4.99,178,PG-13,"Trailers,Deleted Scenes,Behind the Scenes",9,0
467,1,1,05,2005,1,6,0.99,181,G,"Deleted Scenes",9,0
467,1,1,06,2005,1,6,0.99,181,G,"Deleted Scenes",9,0
467,8,7,07,2005,1,6,0.99,181,G,"Deleted Scenes",9,0
467,9,9,08,2005,1,6,0.99,181,G,"Deleted Scenes",9,0
467,1,1,02,2006,1,6,0.99,181,G,"Deleted Scenes",9,1
486,1,1,05,2005,1,7,4.99,59,R,"Trailers,Commentaries,Behind the Scenes",9,0
486,3,3,06,2005,1,7,4.99,59,R,"Trailers,Commentaries,Behind the Scenes",9,0
486,9,8,07,2005,1,7,4.99,59,R,"Trailers,Commentaries,Behind the Scenes",9,0
486,7,6,08,2005,1,7,4.99,59,R,"Trailers,Commentaries,Behind the Scenes",9,0
493,2,2,05,2005,1,5,0.99,92,R,"Trailers,Commentaries",9,0
493,3,3,06,2005,1,5,0.99,92,R,"Trailers,Commentaries",9,0
493,6,6,07,2005,1,5,0.99,92,R,"Trailers,Commentaries",9,0
493,3,3,08,2005,1,5,0.99,92,R,"Trailers,Commentaries",9,0
500,1,1,05,2005,1,5,4.99,163,PG-13,"Trailers,Commentaries,Behind the Scenes",9,0
500,2,2,06,2005,1,5,4.99,163,PG-13,"Trailers,Commentaries,Behind the Scenes",9,0
500,7,7,07,2005,1,5,4.99,163,PG-13,"Trailers,Commentaries,Behind the Scenes",9,0
500,12,12,08,2005,1,5,4.99,163,PG-13,"Trailers,Commentaries,Behind the Scenes",9,0
531,1,1,05,2005,1,3,0.99,137,R,"Trailers,Commentaries",9,0
531,3,3,06,2005,1,3,0.99,137,R,"Trailers,Commentaries",9,0
531,14,13,07,2005,1,3,0.99,137,R,"Trailers,Commentaries",9,0
531,9,9,08,2005,1,3,0.99,137,R,"Trailers,Commentaries",9,0
533,2,2,05,2005,1,4,2.99,98,PG-13,"Deleted Scenes",9,0
533,2,2,06,2005,1,4,2.99,98,PG-13,"Deleted Scenes",9,0
533,4,4,07,2005,1,4,2.99,98,PG-13,"Deleted Scenes",9,0
533,4,4,08,2005,1,4,2.99,98,PG-13,"Deleted Scenes",9,0
545,2,2,05,2005,1,4,0.99,178,PG-13,Trailers,9,0
545,5,5,06,2005,1,4,0.99,178,PG-13,Trailers,9,0
545,11,11,07,2005,1,4,0.99,178,PG-13,Trailers,9,0
545,7,7,08,2005,1,4,0.99,178,PG-13,Trailers,9,0
565,1,1,05,2005,1,6,4.99,56,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",9,0
565,2,2,06,2005,1,6,4.99,56,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",9,0
565,3,3,07,2005,1,6,4.99,56,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",9,0
565,3,3,08,2005,1,6,4.99,56,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",9,0
566,2,2,06,2005,1,6,0.99,72,R,"Trailers,Behind the Scenes",9,0
566,4,4,07,2005,1,6,0.99,72,R,"Trailers,Behind the Scenes",9,0
566,2,2,08,2005,1,6,0.99,72,R,"Trailers,Behind the Scenes",9,0
567,1,1,05,2005,1,3,2.99,80,G,Trailers,9,0
567,1,1,06,2005,1,3,2.99,80,G,Trailers,9,0
567,6,6,07,2005,1,3,2.99,80,G,Trailers,9,0
567,4,4,08,2005,1,3,2.99,80,G,Trailers,9,0
584,3,3,07,2005,1,6,2.99,180,PG-13,"Behind the Scenes",9,0
584,1,1,08,2005,1,6,2.99,180,PG-13,"Behind the Scenes",9,0
595,2,2,05,2005,1,7,0.99,83,PG,"Deleted Scenes,Behind the Scenes",9,0
595,5,5,06,2005,1,7,0.99,83,PG,"Deleted Scenes,Behind the Scenes",9,0
595,12,12,07,2005,1,7,0.99,83,PG,"Deleted Scenes,Behind the Scenes",9,0
595,10,10,08,2005,1,7,0.99,83,PG,"Deleted Scenes,Behind the Scenes",9,0
605,1,1,06,2005,1,7,2.99,157,PG,"Trailers,Deleted Scenes,Behind the Scenes",9,0
605,3,3,07,2005,1,7,2.99,157,PG,"Trailers,Deleted Scenes,Behind the Scenes",9,0
605,2,2,08,2005,1,7,2.99,157,PG,"Trailers,Deleted Scenes,Behind the Scenes",9,0
605,1,1,02,2006,1,7,2.99,157,PG,"Trailers,Deleted Scenes,Behind the Scenes",9,1
623,1,1,05,2005,1,4,0.99,75,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",9,0
623,3,3,06,2005,1,4,0.99,75,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",9,0
623,6,6,07,2005,1,4,0.99,75,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",9,0
623,7,7,08,2005,1,4,0.99,75,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",9,0
640,1,1,05,2005,1,5,4.99,102,R,"Commentaries,Deleted Scenes",9,0
640,2,2,06,2005,1,5,4.99,102,R,"Commentaries,Deleted Scenes",9,0
640,5,5,07,2005,1,5,4.99,102,R,"Commentaries,Deleted Scenes",9,0
640,3,3,08,2005,1,5,4.99,102,R,"Commentaries,Deleted Scenes",9,0
641,2,2,05,2005,1,4,0.99,76,PG-13,"Trailers,Commentaries",9,0
641,3,3,06,2005,1,4,0.99,76,PG-13,"Trailers,Commentaries",9,0
641,9,9,07,2005,1,4,0.99,76,PG-13,"Trailers,Commentaries",9,0
641,10,10,08,2005,1,4,0.99,76,PG-13,"Trailers,Commentaries",9,0
661,1,1,05,2005,1,5,4.99,157,PG-13,"Trailers,Deleted Scenes,Behind the Scenes",9,0
661,1,1,06,2005,1,5,4.99,157,PG-13,"Trailers,Deleted Scenes,Behind the Scenes",9,0
